V1,V2,V3
-0.9632870534688867,0.21951225967382432,-3.556201522671891
-0.6267361668679019,0.7486126439050709,-2.4951903721080266
-0.5343930117843991,0.8759135530588065,-2.107623659269376
-0.4587698502529834,0.8793705888022099,-1.942051241278703
-0.2797041501779018,0.6105709906224065,-1.9307954476180569
-0.1799728311540144,0.6580872377799537,-1.6200808405695584
-0.15336078366356193,0.41165173567588165,-1.4103157891024245
-0.22466549963026192,0.0932286940900131,-1.4179674584192625
-0.26270935927216504,-0.2996198063122887,-1.4351685601974296
-0.20906828673983047,-0.7136125567035823,-1.4762706584267282
-0.14683607744304591,-0.9492612651897847,-1.468714690082477
-0.04315047222496163,-0.75657602074998,-1.5519132765892474
0.10224934777628154,-0.22003535322266315,-1.8504060795839443
0.1841788202364929,0.15433700856877458,-2.0424816053072528
0.19949467361030027,0.24974614249601568,-2.0477100745658112
0.15806825396365234,0.23819146589388498,-1.9933904964249258
0.0745315080336921,0.34374930441851154,-1.9140299597678923
-0.020487870655603025,0.6190993648384703,-1.8205284563668738
-0.06385149775670214,0.8822549089574566,-1.7768386662924396
-0.10466372244979938,0.8620023525854078,-1.8114028818599472
-0.19555455155499926,0.637635901852659,-1.8996858351051327
-0.3008180089749511,0.38497303738752686,-1.789444008984938
-0.5071966244702922,0.5072838927295433,-0.560262599873681
-0.2932633504863714,-0.00941571648161729,1.0790174986642322
0.2624079378048808,-1.1228595947966622,2.2962755493171003
0.8726388929793886,-1.783666126780104,2.7673111442117766
1.424339204947061,-1.5726947588126519,2.6240677285774234
1.900496402925055,-0.934970322636264,2.3792723555582542
2.1349139296121558,-0.2892793027126008,2.168903616478057
1.0643693868193462,-1.3218416082382212,0.6151119476796705
-0.3360660075604696,-0.8989700820335899,-0.998451223860101
-0.4663014055892728,0.947394415199339,-1.370758591122532
0.35022347159976275,1.3989398368469501,-1.3098729343519246
0.9193559977720502,0.5062559564475335,-1.5192017289862496
0.8498805163702542,0.025200081028008813,-1.6246439033536526
0.6925759610631964,0.39335692523790483,-1.2680361796161759
0.45972091611220806,0.5023216724876558,-0.9181588426081881
0.081650862820111,-0.03266239267461555,-0.7167983938295487
-0.01040614218702049,-0.3611813027202337,-0.5075319609614296
-0.004950234702782345,-0.29884820036645815,-0.4228064066571698
-0.04001023771369328,-0.05785737997496961,-0.4337384059043283
-0.13975150844754608,0.17648286818296105,-0.296452582461472
-0.21286147002524589,0.303301410048064,-0.06563483818395188
-0.15589054268417762,0.3250322480891577,0.03952097375426252
-0.025744786874794933,0.37193398498282937,0.09087758733025314
0.25972865908740056,0.602089463672763,0.14680610363142396
0.7409936603333613,1.0945677840772332,0.16109982914955048
0.3161335411197735,0.7761599002634701,0.15730069800147659
-0.15292115489944078,0.26383737475389785,-0.09074479129223012
-0.15677254800518065,0.12806903271931883,-0.28999058552770396
0.04091707450408216,0.24275856467868986,-0.41111146309208635
0.1886821994850345,0.32463229564622853,-0.5241987170020634
0.2176249898743785,0.2920609026493579,-0.6284114736928389
0.19586852720059847,0.19984303376250362,-0.7036256876455396
0.19762494525734473,0.16035907619184178,-0.737102934872775
0.2222881207323012,0.18150297161306508,-0.7599464447611777
0.22823465158529022,0.20829739195688174,-0.792448680927971
0.21728925298522767,0.2170524457794793,-0.8070394514274686
0.20494920493846008,0.20450852510308223,-0.8022588112882323
0.1956633647003307,0.15405104966343564,-0.809536998834414
0.18027474905111776,0.042853201366601805,-0.8209815309774652
0.14466420451944806,-0.10767674423364632,-0.8345373625042242
0.10580260536749014,-0.2621306248470274,-0.8399147560689714
0.07674795540804907,-0.3929702532938474,-0.8499271259125685
0.06406857981201824,-0.47655111726454696,-0.7985187125779032
0.05616440931531662,-0.5064851908779402,-0.7282513755786248
0.057416324938233114,-0.5135890004418953,-0.6544093960130817
0.06587353618167485,-0.5010106202104919,-0.608254433380874
0.08018667342733976,-0.48058020378154187,-0.5800958916939299
0.10161414667017903,-0.4625635960789669,-0.56201456139247
0.12503393688214615,-0.43035689819253975,-0.5567438441037877
0.14917049425900583,-0.3839507805578504,-0.5874199550902144
-0.11303569562521092,-1.026311145987114,-0.6480770592022017
-0.18491923775246005,-1.8807150479949657,-0.7147697077134433
0.17235516741409737,-0.8182834882761413,-0.811066607133786
-0.10498130040587073,-0.14467714848983418,-0.9026985433582445
-0.4249151633729575,1.354034272169268,-1.5502484286717046
0.2463877094499797,0.4772728335894027,-1.4723640014498098
0.4908774151219404,0.3801371319131868,-1.2633482096125825
0.551600019615671,0.37500432025365366,-1.1586216801380735
0.4295660237189032,0.12797017479334885,-1.1303646362504585
0.22822384119008712,-0.21482912387455375,-1.0800498958347595
0.05306837675650816,-0.4867609404810371,-1.01896723466281
-0.05881769507864198,-0.5010048584842529,-1.0201269430897317
-0.11840797394639054,-0.391678097542808,-1.0789123217018812
-0.13243607062739912,-0.21477232655012846,-1.130387505292852
-0.11225036018438954,-0.04519120543999935,-1.096725560699137
-0.07871718313494445,0.07694121367249215,-1.037567940204172
-0.061466070166356745,0.1699601508706953,-1.11844518114268
-0.061805829317936774,0.2243674004496084,-1.6287470136706508
-0.07665667299975476,0.2133348913681304,-2.3092262994728827
-0.11841084828223883,0.2609361239877029,-2.6599534647911804
-0.16603711092699894,0.30705628271705326,-2.5258365420991917
-0.20379570629414437,0.26159564219769926,-1.959282926956939
-0.22293903613012353,0.19076146734603855,-1.2962626396037225
-0.22273213818179644,0.10793688534542238,-0.7962502229690684
-0.22127539223421733,0.013247651411138182,-0.42790411367031456
-0.23276776429190615,-0.0876780694641249,-0.13352843287325872
-0.2687109002131191,-0.1679316528743475,0.02654598375905964
-0.3250283409719177,-0.1872940003819845,-0.03913431929120576
-0.38224769047165,-0.26032352589361973,-0.07603682843090852
-0.41753690594857845,-0.3421785534113672,-0.068835390516083
-0.4228812544025527,-0.37844990539407236,-0.0414105467186014
-0.413750085972714,-0.36035247840075263,-0.011611357887892533
-0.40639200313202506,-0.30672011451952935,0.031883632030249263
-0.4001561767030571,-0.21676883117340068,0.08086473530805131
-0.3917809043685744,-0.08420608162562185,0.1321196551202256
-0.37498563575691246,0.052247917604156834,0.19324169421155774
-0.35777020793904535,0.14054726971659118,0.24870318609276357
-0.33959670432690653,0.1585914229026858,0.3425412501598511
-0.32560306352090984,0.11352027507708855,0.4831132585589417
-0.3157086233414628,0.02270053338310024,0.6805420689167629
-0.31618276221334773,-0.07357332199356291,0.891101107819609
-0.3274060132787478,-0.11766857198387146,1.1698986139185406
-0.3514069706983859,-0.13089739847650553,1.4081550021533937
-0.36218258462997416,-0.08265575691061919,1.5568652210423348
-0.36742063689031246,0.04131516394831293,1.6031449990504967
-0.39305801336442553,0.22382630787430915,1.5649748222683062
-0.4558508627723038,0.4760460734311761,1.4787849833851665
-0.5123099775565317,0.6998008947631689,1.3493950642028631
-0.5275008605924811,0.7646111848319486,1.1828328483412047
-0.49988948426117913,0.7233631639707871,1.0571319169371343
-0.48255684138896926,0.695604319296503,0.9366296056399032
-0.503483452571447,0.6412640165443901,0.8093905704086639
-0.5375749919564079,0.5364938059966357,0.686402605443403
-0.5514350755721695,0.4742195618924401,0.6198088265070075
-0.525615260120816,0.46773518222014926,0.6573498290927443
-0.45207257541606455,0.4412107652320867,0.8257693050961001
-0.34304977594785485,0.4002401936498191,1.0068968967174095
-0.22110356479875648,0.3583925543710616,1.183000095434372
-0.09214493229170942,0.295181054691664,1.327510309067659
0.013658640402457043,0.2550109198469076,1.4199214459172862
0.08023411804642097,0.25535216916365555,1.4244413422358186
0.09668446635628462,0.315221224970349,1.326633386911941
0.07309772061773162,0.3816679782539197,1.1700092853887585
0.03706958785124932,0.41425749852795773,1.026099544844504
0.02418505144972425,0.42064415045904074,0.8997276045098017
0.04285839347903336,0.40393221918183214,0.8204709429007493
0.07053451806680529,0.3776887528293777,0.7541619248717485
0.10274288841514269,0.3537868076994843,0.7207298646680377
0.13561471965269506,0.33303510855125307,0.6643323263498253
0.15368387945026477,0.32500866933254885,0.5720627204011157
0.1350914007136695,0.35432380058495966,0.43292494078121346
0.08561659664434534,0.4138423439919518,0.2895059202912116
0.03286684419060709,0.4647029186634735,0.17062887234416713
-0.012210163041707594,0.48627544219590774,0.10198103551270539
-0.043224974467822544,0.48806108979931795,0.0841233901620469
-0.058198266664537285,0.46606419296889534,0.12004149436884844
-0.06612747461501199,0.43060351586801837,0.18036454055133375
-0.06830171986963376,0.3816834905937939,0.22894389720789063
-0.08136831505421181,0.3525681139579923,0.25323809883069875
-0.111077052675589,0.35750418482694896,0.2502112800420122
-0.14858766878487714,0.35302204934368386,0.26023887295298576
-0.21593637666750878,0.32743608459704215,0.3358737303360583
-0.25217063400067974,0.45475764732329593,0.2509183834853379
-0.2793170006399924,0.4541471702677877,0.21656545399022517
-0.32072320050899034,0.3115692212752115,0.36422808245827554
-0.3098283106784888,0.2901737378617135,0.28659278084880063
-0.29461229980084663,0.22930214168943294,0.3858311534448008
-0.23694930831335584,0.2597054192630512,0.44180892084630713
-0.1697247391997204,0.260832833964626,0.456197451862469
-0.12474769225032888,0.2028999619395794,0.40409309407504374
-0.12150138299582797,0.2028602060285303,0.25451449447995406
-0.14894690653316517,0.2724851053450512,0.053588281976161084
-0.1769088795276262,0.3705353480987961,-0.10746152457121731
-0.18036513280335,0.4581667277760027,-0.20143866272442715
-0.16395531443670613,0.510940461484701,-0.22703983815633758
-0.14386186294339398,0.5226437684633125,-0.2417799921797433
-0.12136705750827496,0.4956543801677621,-0.23739772341151938
-0.09316026883314814,0.4465254258359171,-0.22352464132376446
-0.0657574716654808,0.36345666852543734,-0.23152461579982864
-0.03909615823936399,0.2598676783381358,-0.254621349818791
-0.009194137350073338,0.15783360077885772,-0.2941497548477179
0.03365780486712215,0.060447230770516766,-0.3435497909698894
0.09473468594219502,-0.010225161456498292,-0.4058081183844871
0.15657324680963947,-0.05643257709764136,-0.46934509161516214
0.206105157966667,-0.10728830416295239,-0.49178811773104614
0.24390840496617314,-0.177796924861745,-0.49637634564612776
0.28624372033995227,-0.2475516513827707,-0.5420688071529001
0.33073048513499,-0.2731217824624979,-0.6314814819079735
0.3772001801136887,-0.28923210087841206,-0.7141897157346667
0.4326132174249681,-0.3275033701991618,-0.7841406517257288
0.49065390387396163,-0.3571110863420865,-0.8687685074603253
0.531983599407676,-0.3668730239854359,-0.9612096771487586
0.5608727355278514,-0.41049321402065264,-1.0491540950916844
0.601864054845158,-0.49129076532917265,-1.1015789409250227
0.6455119112793337,-0.557109091563952,-1.1603680851224658
0.7009942580474839,-0.580381280015922,-1.2169449020380767
0.7527770634150885,-0.564945349495798,-1.2367571157650352
0.7824120806491105,-0.4467315247194256,-1.1611993610369402
0.786338459573082,-0.2951772937771596,-0.969932976934063
0.8076936541158867,-0.2866202882137851,-0.8203794506264169
0.8745075366773074,-0.5112552797102424,-0.8669209368124934
0.9706322692373285,-0.8276669469870449,-1.0218588367942116
1.0342830084692183,-1.173835891523645,-1.012694228781192
1.039699775724503,-1.5282671514869806,-0.7682713731754697
1.0250452907595682,-1.7515218993023989,-0.46586284365390895
0.9744990644445952,-1.6382811090848552,-0.2896263799549663
0.8397150570522037,-1.1590016625067576,-0.1484215982405507
0.5356790552742486,-0.38731680318716344,-0.09377792719466008
0.18203040784933813,0.41785715915626237,-0.026813995816069126
0.16981255523129196,0.43374121901486795,0.0934771729143039
0.39059762220095867,-0.1724002593811937,0.08294159336285321
0.5764956005099103,-0.9124987925266606,0.06895689840855704
0.5547816382360007,-1.4080848107805664,-0.03371620459524882
0.4261367421984353,-1.418302212883109,-0.3124603840365909
0.42041663308444116,-1.1285985400565386,-0.5726505029763527
0.5102811344771597,-0.8513588107140703,-0.6610594655635622
0.5419032397391518,-0.5871345993406613,-0.6556221900082906
0.47804243898174337,-0.2835784291668728,-0.5701066205015858
0.3999748627035478,0.02482150237337778,-0.3858197028188457
0.3964514331258595,0.24194598399510572,-0.1705074390745724
0.4496970404316669,0.15950970910227014,-0.03403206028242401
0.534772211352896,-0.1654848748856183,0.024623296572883792
0.6115893611491532,-0.600163014712302,-0.06459734481265283
0.6942029436188484,-0.9038568236617464,-0.24391109532757216
0.7401591267478153,-0.8947208532532938,-0.4675749909964827
0.7023690221518418,-0.8274040349866617,-0.7490025517751039
0.6935592370094965,-0.641064755826499,-0.8315941902230074
0.6725006594641717,-0.44436072949547334,-0.7430296905944584
0.594477192490818,-0.26542557879923084,-0.6330123300951861
0.482925989820789,-0.20704172981331165,-0.562406871089595
0.4224898788775248,-0.27292262617899804,-0.410179779223408
0.41059772105074427,-0.4614804801879759,-0.245317679200092
0.39834932635461173,-0.5884659126696402,-0.08281024673075507
0.36406507992472575,-0.5913754957783962,0.057056764886294846
0.3235541000905995,-0.545310184250744,0.13360630360200895
0.2990465726134671,-0.5333013284975808,0.16023670648628097
0.2937727990472403,-0.5553690945607432,0.15007536641472252
0.30011636787656026,-0.581464395906913,0.12005871503330147
0.3266457104204338,-0.5761222119800486,0.08217339100204861
0.36619993412391677,-0.54955236599664,0.06589273373889364
0.3790636897777649,-0.5646464045459356,-0.013303207807297593
0.39914278766941935,-0.5584827314203021,-0.1464583162080377
0.4315167396479623,-0.5484501920880892,-0.23854451634010151
0.47106655242096107,-0.5234627820557382,-0.286075375620774
0.5053349267321374,-0.5221214965082686,-0.3405043968244797
0.5382731524161485,-0.5286644685043129,-0.3917572271960336
0.5791203572341922,-0.5028976298747375,-0.44914536701623947
0.6201463855126862,-0.4400369750023243,-0.5487050542500463
0.6528331158487614,-0.3644946055544597,-0.6841778631784066
0.686787735612872,-0.29448790323266244,-0.8328901944688532
0.7186849817026091,-0.24972760053765972,-0.986901530859457
0.7489618977875877,-0.2736257783850122,-1.0975655617502678
0.7692127688819511,-0.3724505301081927,-1.1583753557537382
